OTHER,T_NAMEC,CC_NAMEC,JUDGE_NAMEC,TTAS_DEGREE,NHI_DEGREE
A100311,A10婦產科,A1003陰道分泌物,急性周邊中度疼痛(4-7),4,4
A100309,A10婦產科,A1003陰道分泌物,急性周邊重度疼痛(8-10),3,3
A100312,A10婦產科,A1003陰道分泌物,急性周邊輕度疼痛(＜4),5,5
A100313,A10婦產科,A1003陰道分泌物,陰道分泌物，輕微症狀，生命徵象正常，無發燒，無疼痛不適,5,5
A100304,A10婦產科,A1003陰道分泌物,發燒(免疫功能缺陷),2,2
A100308,A10婦產科,A1003陰道分泌物,發燒(看起來有病容),3,3
A100310,A10婦產科,A1003陰道分泌物,發燒(看起來無病容),4,4
A100305,A10婦產科,A1003陰道分泌物,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A100303,A10婦產科,A1003陰道分泌物,意識程度改變(GCS9-13),2,2
A100306,A10婦產科,A1003陰道分泌物,輕度呼吸窘迫(92-94%),3,3
A100401,A10婦產科,A1004確定或疑似性侵害,確定或疑似性侵害,1,1
A100511,A10婦產科,A1005陰道出血,大量陰道出血,2,2
A100504,A10婦產科,A1005陰道出血,中度呼吸窘迫(＜92%),2,2
A100517,A10婦產科,A1005陰道出血,中量陰道出血,3,3
A100502,A10婦產科,A1005陰道出血,休克,1,1
A100505,A10婦產科,A1005陰道出血,血行動力循環不足,2,2
A100513,A10婦產科,A1005陰道出血,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A100515,A10婦產科,A1005陰道出血,急性中樞中度疼痛(4-7),3,3
A100509,A10婦產科,A1005陰道出血,急性中樞重度疼痛(8-10),2,2
A100520,A10婦產科,A1005陰道出血,急性中樞輕度疼痛(＜4),4,4
A100501,A10婦產科,A1005陰道出血,重度呼吸窘迫(＜90%),1,1
A100521,A10婦產科,A1005陰道出血,陰道出血-少量/點狀，生命徵象正常，無發燒，無疼痛不適,4,4
A100503,A10婦產科,A1005陰道出血,無意識(GCS3-8),1,1
A071110,A07耳鼻喉系統,A0711流鼻血,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A071114,A07耳鼻喉系統,A0711流鼻血,急性流鼻血(已止血),4,4
A061007,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,輕度呼吸窘迫(92-94%),3,3
A070102,A07耳鼻喉系統,A0701耳朵疼痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A070106,A07耳鼻喉系統,A0701耳朵疼痛,急性周邊中度疼痛(4-7),4,4
A070104,A07耳鼻喉系統,A0701耳朵疼痛,急性周邊重度疼痛(8-10),3,3
A070107,A07耳鼻喉系統,A0701耳朵疼痛,急性周邊輕度疼痛(＜4),5,5
A070103,A07耳鼻喉系統,A0701耳朵疼痛,發燒(看起來有病容),3,3
A070105,A07耳鼻喉系統,A0701耳朵疼痛,發燒(看起來無病容),4,4
A070101,A07耳鼻喉系統,A0701耳朵疼痛,輕度呼吸窘迫(92-94%),3,3
A070204,A07耳鼻喉系統,A0702耳內異物,耳內異物，生命徵象正常，無發燒，無疼痛不適,5,5
A070202,A07耳鼻喉系統,A0702耳內異物,急性周邊中度疼痛(4-7),4,4
A070201,A07耳鼻喉系統,A0702耳內異物,急性周邊重度疼痛(8-10),3,3
A070203,A07耳鼻喉系統,A0702耳內異物,急性周邊輕度疼痛(＜4),5,5
A070301,A07耳鼻喉系統,A0703聽力改變,急性或突發性聽力改變,3,3
A070302,A07耳鼻喉系統,A0703聽力改變,慢性或漸進性聽力改變，生命徵象正常，無發燒，無疼痛不適,5,5
A070401,A07耳鼻喉系統,A0704耳鳴,耳鳴，生命徵象正常，無發燒，無疼痛不適,4,4
A070505,A07耳鼻喉系統,A0705耳朵分泌物,耳朵分泌物，生命徵象正常，無發燒，無疼痛不適,5,5
A070502,A07耳鼻喉系統,A0705耳朵分泌物,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A070503,A07耳鼻喉系統,A0705耳朵分泌物,發燒(看起來有病容),3,3
A070504,A07耳鼻喉系統,A0705耳朵分泌物,發燒(看起來無病容),4,4
A070501,A07耳鼻喉系統,A0705耳朵分泌物,輕度呼吸窘迫(92-94%),3,3
A070607,A07耳鼻喉系統,A0706牙齒/牙齦問題,牙齒/牙齦出血已止住,4,4
A070609,A07耳鼻喉系統,A0706牙齒/牙齦問題,牙齒/牙齦問題，生命徵象正常，無發燒，無疼痛不適,5,5
A070605,A07耳鼻喉系統,A0706牙齒/牙齦問題,加壓後已止血,3,3
A070606,A07耳鼻喉系統,A0706牙齒/牙齦問題,急性周邊中度疼痛(4-7),4,4
A070603,A07耳鼻喉系統,A0706牙齒/牙齦問題,急性周邊重度疼痛(8-10),3,3
A070608,A07耳鼻喉系統,A0706牙齒/牙齦問題,急性周邊輕度疼痛(＜4),5,5
A070602,A07耳鼻喉系統,A0706牙齒/牙齦問題,無法控制的出血,2,2
A070604,A07耳鼻喉系統,A0706牙齒/牙齦問題,凝血異常-中度或輕度的出血,3,3
A070601,A07耳鼻喉系統,A0706牙齒/牙齦問題,凝血異常-危及生命或肢體的出血,2,2
A070710,A07耳鼻喉系統,A0707喉嚨痛,口水外流或喘鳴,2,2
A070711,A07耳鼻喉系統,A0707喉嚨痛,口咽、嘴唇與舌頭明顯腫脹或水腫,2,2
A070704,A07耳鼻喉系統,A0707喉嚨痛,中度呼吸窘迫(＜92%),2,2
A070705,A07耳鼻喉系統,A0707喉嚨痛,血行動力循環不足,2,2
A070713,A07耳鼻喉系統,A0707喉嚨痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A070715,A07耳鼻喉系統,A0707喉嚨痛,急性中樞中度疼痛(4-7),3,3
A070709,A07耳鼻喉系統,A0707喉嚨痛,急性中樞重度疼痛(8-10),2,2
A070718,A07耳鼻喉系統,A0707喉嚨痛,急性中樞輕度疼痛(＜4),4,4
A070701,A07耳鼻喉系統,A0707喉嚨痛,重度呼吸窘迫(＜90%),1,1
A070703,A07耳鼻喉系統,A0707喉嚨痛,無意識(GCS3-8),1,1
A070707,A07耳鼻喉系統,A0707喉嚨痛,發燒(免疫功能缺陷),2,2
A070714,A07耳鼻喉系統,A0707喉嚨痛,發燒(看起來有病容),3,3
A070717,A07耳鼻喉系統,A0707喉嚨痛,發燒(看起來無病容),4,4
A070708,A07耳鼻喉系統,A0707喉嚨痛,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A070706,A07耳鼻喉系統,A0707喉嚨痛,意識程度改變(GCS9-13),2,2
A070712,A07耳鼻喉系統,A0707喉嚨痛,輕度呼吸窘迫(92-94%),3,3
A070719,A07耳鼻喉系統,A0707喉嚨痛,輕微發炎，生命徵象正常，無發燒,5,5
A070804,A07耳鼻喉系統,A0708頸部腫脹/疼痛,中度呼吸窘迫(＜92%),2,2
A070802,A07耳鼻喉系統,A0708頸部腫脹/疼痛,休克,1,1
A070805,A07耳鼻喉系統,A0708頸部腫脹/疼痛,血行動力循環不足,2,2
A070812,A07耳鼻喉系統,A0708頸部腫脹/疼痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A070814,A07耳鼻喉系統,A0708頸部腫脹/疼痛,急性中樞中度疼痛(4-7),3,3
A060710,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,發燒(看起來無病容),4,4
A060705,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060703,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,意識程度改變(GCS9-13),2,2
A060706,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,輕度呼吸窘迫(92-94%),3,3
A060804,A06泌尿系統,A0608少尿,中度呼吸窘迫(＜92%),2,2
A060816,A06泌尿系統,A0608少尿,少尿，生命徵象正常，無發燒，無疼痛不適,4,4
A060802,A06泌尿系統,A0608少尿,休克,1,1
A060805,A06泌尿系統,A0608少尿,血行動力循環不足,2,2
A060811,A06泌尿系統,A0608少尿,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060813,A06泌尿系統,A0608少尿,急性中樞中度疼痛(4-7),3,3
A060809,A06泌尿系統,A0608少尿,急性中樞重度疼痛(8-10),2,2
A060815,A06泌尿系統,A0608少尿,急性中樞輕度疼痛(＜4),4,4
A060801,A06泌尿系統,A0608少尿,重度呼吸窘迫(＜90%),1,1
A060803,A06泌尿系統,A0608少尿,無意識(GCS3-8),1,1
A060807,A06泌尿系統,A0608少尿,發燒(免疫功能缺陷),2,2
A060812,A06泌尿系統,A0608少尿,發燒(看起來有病容),3,3
A060814,A06泌尿系統,A0608少尿,發燒(看起來無病容),4,4
A060808,A06泌尿系統,A0608少尿,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060806,A06泌尿系統,A0608少尿,意識程度改變(GCS9-13),2,2
A060810,A06泌尿系統,A0608少尿,輕度呼吸窘迫(92-94%),3,3
A060904,A06泌尿系統,A0609多尿,中度呼吸窘迫(＜92%),2,2
A060916,A06泌尿系統,A0609多尿,多尿，生命徵象正常，無發燒，無疼痛不適,4,4
A060905,A06泌尿系統,A0609多尿,血行動力循環不足,2,2
A060911,A06泌尿系統,A0609多尿,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060913,A06泌尿系統,A0609多尿,急性中樞中度疼痛(4-7),3,3
A060909,A06泌尿系統,A0609多尿,急性中樞重度疼痛(8-10),2,2
A060915,A06泌尿系統,A0609多尿,急性中樞輕度疼痛(＜4),4,4
A060901,A06泌尿系統,A0609多尿,重度呼吸窘迫(＜90%),1,1
A060903,A06泌尿系統,A0609多尿,無意識(GCS3-8),1,1
A060907,A06泌尿系統,A0609多尿,發燒(免疫功能缺陷),2,2
A060912,A06泌尿系統,A0609多尿,發燒(看起來有病容),3,3
A060914,A06泌尿系統,A0609多尿,發燒(看起來無病容),4,4
A060908,A06泌尿系統,A0609多尿,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060906,A06泌尿系統,A0609多尿,意識程度改變(GCS9-13),2,2
A060910,A06泌尿系統,A0609多尿,輕度呼吸窘迫(92-94%),3,3
A061001,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,中度呼吸窘迫(＜92%),2,2
A061002,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,血行動力循環不足,2,2
A061008,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A061010,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,急性中樞中度疼痛(4-7),3,3
A061006,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,急性中樞重度疼痛(8-10),2,2
A061012,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,急性中樞輕度疼痛(＜4),4,4
A061004,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,發燒(免疫功能缺陷),2,2
A061009,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,發燒(看起來有病容),3,3
A061005,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A061003,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,意識程度改變(GCS9-13),2,2
A061013,A06泌尿系統,A0610鼠蹊部疼痛/腫塊,鼠蹊部疼痛/腫塊，生命徵象正常，無發燒，無疼痛不適,5,5
A060402,A06泌尿系統,A0604陰莖腫脹,血行動力循環不足,2,2
A060407,A06泌尿系統,A0604陰莖腫脹,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060411,A06泌尿系統,A0604陰莖腫脹,急性周邊中度疼痛(4-7),4,4
A060409,A06泌尿系統,A0604陰莖腫脹,急性周邊重度疼痛(8-10),3,3
A060412,A06泌尿系統,A0604陰莖腫脹,急性周邊輕度疼痛(＜4),5,5
A060404,A06泌尿系統,A0604陰莖腫脹,陰莖異常勃起,2,2
A060413,A06泌尿系統,A0604陰莖腫脹,陰莖腫脹，生命徵象正常，無發燒，無疼痛不適,5,5
A060408,A06泌尿系統,A0604陰莖腫脹,發燒(看起來有病容),3,3
A060410,A06泌尿系統,A0604陰莖腫脹,發燒(看起來無病容),4,4
A060403,A06泌尿系統,A0604陰莖腫脹,意識程度改變(GCS9-13),2,2
A060406,A06泌尿系統,A0604陰莖腫脹,輕度呼吸窘迫(92-94%),3,3
A060501,A06泌尿系統,A0605陰囊疼痛/腫脹,中度呼吸窘迫(＜92%),2,2
A060502,A06泌尿系統,A0605陰囊疼痛/腫脹,血行動力循環不足,2,2
A060508,A06泌尿系統,A0605陰囊疼痛/腫脹,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060510,A06泌尿系統,A0605陰囊疼痛/腫脹,急性中樞中度疼痛(4-7),3,3
A060506,A06泌尿系統,A0605陰囊疼痛/腫脹,急性中樞重度疼痛(8-10),2,2
A060512,A06泌尿系統,A0605陰囊疼痛/腫脹,急性中樞輕度疼痛(＜4),4,4
A060513,A06泌尿系統,A0605陰囊疼痛/腫脹,陰囊腫脹，生命徵象正常，無發燒，無疼痛不適,4,4
A060504,A06泌尿系統,A0605陰囊疼痛/腫脹,發燒(免疫功能缺陷),2,2
A060509,A06泌尿系統,A0605陰囊疼痛/腫脹,發燒(看起來有病容),3,3
A060511,A06泌尿系統,A0605陰囊疼痛/腫脹,發燒(看起來無病容),4,4
A060505,A06泌尿系統,A0605陰囊疼痛/腫脹,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060503,A06泌尿系統,A0605陰囊疼痛/腫脹,意識程度改變(GCS9-13),2,2
A060507,A06泌尿系統,A0605陰囊疼痛/腫脹,輕度呼吸窘迫(92-94%),3,3
A060601,A06泌尿系統,A0606尿滯留,中度呼吸窘迫(＜92%),2,2
A060602,A06泌尿系統,A0606尿滯留,血行動力循環不足,2,2
A060608,A06泌尿系統,A0606尿滯留,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060613,A06泌尿系統,A0606尿滯留,尿滯留，生命徵象正常，無發燒，無疼痛不適,4,4
A060610,A06泌尿系統,A0606尿滯留,急性中樞中度疼痛(4-7),3,3
A060606,A06泌尿系統,A0606尿滯留,急性中樞重度疼痛(8-10),2,2
A060612,A06泌尿系統,A0606尿滯留,急性中樞輕度疼痛(＜4),4,4
A060604,A06泌尿系統,A0606尿滯留,發燒(免疫功能缺陷),2,2
A060609,A06泌尿系統,A0606尿滯留,發燒(看起來有病容),3,3
A060611,A06泌尿系統,A0606尿滯留,發燒(看起來無病容),4,4
A060605,A06泌尿系統,A0606尿滯留,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060603,A06泌尿系統,A0606尿滯留,意識程度改變(GCS9-13),2,2
A060607,A06泌尿系統,A0606尿滯留,輕度呼吸窘迫(92-94%),3,3
A060701,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,中度呼吸窘迫(＜92%),2,2
A060702,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,血行動力循環不足,2,2
A060713,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,泌尿道感染相關症狀，生命徵象正常，無發燒，無疼痛不適,5,5
A060711,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,急性周邊中度疼痛(4-7),4,4
A060709,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,急性周邊重度疼痛(8-10),3,3
A060712,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,急性周邊輕度疼痛(＜4),5,5
A060704,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,發燒(免疫功能缺陷),2,2
A060708,A06泌尿系統,A0607泌尿道感染相關症狀（頻尿、解尿疼痛）,發燒(看起來有病容),3,3
A050408,A05骨骼系統,A0504關節腫脹,發燒(看起來有病容),3,3
A050410,A05骨骼系統,A0504關節腫脹,發燒(看起來無病容),4,4
A050405,A05骨骼系統,A0504關節腫脹,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A050403,A05骨骼系統,A0504關節腫脹,意識程度改變(GCS9-13),2,2
A050406,A05骨骼系統,A0504關節腫脹,輕度呼吸窘迫(92-94%),3,3
A050413,A05骨骼系統,A0504關節腫脹,關節腫脹，生命徵象正常，無發燒，無疼痛不適,5,5
A060104,A06泌尿系統,A0601腰痛,中度呼吸窘迫(＜92%),2,2
A060102,A06泌尿系統,A0601腰痛,休克,1,1
A060105,A06泌尿系統,A0601腰痛,血行動力循環不足,2,2
A060111,A06泌尿系統,A0601腰痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060113,A06泌尿系統,A0601腰痛,急性中樞中度疼痛(4-7),3,3
A060109,A06泌尿系統,A0601腰痛,急性中樞重度疼痛(8-10),2,2
A060115,A06泌尿系統,A0601腰痛,急性中樞輕度疼痛(＜4),4,4
A060101,A06泌尿系統,A0601腰痛,重度呼吸窘迫(＜90%),1,1
A060103,A06泌尿系統,A0601腰痛,無意識(GCS3-8),1,1
A060107,A06泌尿系統,A0601腰痛,發燒(免疫功能缺陷),2,2
A060112,A06泌尿系統,A0601腰痛,發燒(看起來有病容),3,3
A060114,A06泌尿系統,A0601腰痛,發燒(看起來無病容),4,4
A060108,A06泌尿系統,A0601腰痛,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060106,A06泌尿系統,A0601腰痛,意識程度改變(GCS9-13),2,2
A060110,A06泌尿系統,A0601腰痛,輕度呼吸窘迫(92-94%),3,3
A060204,A06泌尿系統,A0602血尿,中度呼吸窘迫(＜92%),2,2
A060202,A06泌尿系統,A0602血尿,休克,1,1
A060205,A06泌尿系統,A0602血尿,血行動力循環不足,2,2
A060218,A06泌尿系統,A0602血尿,血尿，生命徵象正常，無發燒，無疼痛不適,5,5
A060211,A06泌尿系統,A0602血尿,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A060216,A06泌尿系統,A0602血尿,急性周邊中度疼痛(4-7),4,4
A060213,A06泌尿系統,A0602血尿,急性周邊重度疼痛(8-10),3,3
A060217,A06泌尿系統,A0602血尿,急性周邊輕度疼痛(＜4),5,5
A060201,A06泌尿系統,A0602血尿,重度呼吸窘迫(＜90%),1,1
A060203,A06泌尿系統,A0602血尿,無意識(GCS3-8),1,1
A060207,A06泌尿系統,A0602血尿,發燒(免疫功能缺陷),2,2
A060212,A06泌尿系統,A0602血尿,發燒(看起來有病容),3,3
A060215,A06泌尿系統,A0602血尿,發燒(看起來無病容),4,4
A060208,A06泌尿系統,A0602血尿,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A060206,A06泌尿系統,A0602血尿,意識程度改變(GCS9-13),2,2
